BRAND,DNLA,SKU_NO,SEQNUM,FEATURE_NAME,FEATURE_DESCRIPTION,FEATURES_RAW,LINE_TYPE
Vello,N,1216284,7,,Compatible Lenses: XF 100-400mm f/4.5-5.6 R LM OIS WR Lens XF 10-24mm f/4 R OIS Lens XF 16-55mm f/2.8 R LM WR Lens XF 18-135mm f/3.5-5.6 R LM OIS WR Lens XF 18-55mm f/2.8-4 R LM OIS Zoom Lens XF 27mm f/2.8 Lens (Black) XF 50-140mm f/2.8 R LM OIS WR Lens XC 50-230mm f/4.5-6.7 OIS II Lens (Black) XF 55-200mm f/3.5-4.8 R LM OIS Lens XF 56mm f/1.2 R Lens XF 56mm f/1.2 R APD Lens XF 90mm f/2 R LM WR Lens,<b>Compatible Lenses:</b><br> XF 100-400mm f/4.5-5.6 R LM OIS WR Lens <br>XF 10-24mm f/4 R OIS Lens <br>XF 16-55mm f/2.8 R LM WR Lens <br>XF 18-135mm f/3.5-5.6 R LM OIS WR Lens <br>XF 18-55mm f/2.8-4 R LM OIS Zoom Lens <br>XF 27mm f/2.8 Lens (Black) <br>XF 50-140mm f/2.8 R LM OIS WR Lens <br>XC 50-230mm f/4.5-6.7 OIS II Lens (Black) <br>XF 55-200mm f/3.5-4.8 R LM OIS Lens <br>XF 56mm f/1.2 R Lens <br>XF 56mm f/1.2 R APD Lens <br>XF 90mm f/2 R LM WR Lens,DETAIL
Vello,N,1217137,1,Compatibility Information,"This lens adapter has been tested to work with a specific list of lenses. For detailed compatibility information between your Nikon lenses and Sony cameras, please check the chart on the manufacturer's website prior to purchase.","This lens adapter has been tested to work with a specific list of lenses. For detailed compatibility information between your Nikon lenses and Sony cameras, please check the chart on the <a href=""http://www.vellogear.com/Vello_LAE_SE_NF_Compatibility_Chart.pdf""target=""_blank"">manufacturer's website</a> prior to purchase.",DETAIL
Vello,N,1217137,2,Compatibility Specifics,"Sony E-Mount Cameras with Phase-Detection AF: Support for AF, auto exposure, aperture control, and Exif data with select G-type and E-type Nikon lenses. Select Nikon D-type lenses support auto exposure, aperture control, and Exif data.
 Select Sony E-Mount Cameras: Support for auto exposure, aperture control, and Exif data with select Nikon G-type, E-type, and D-type lenses.","<b>Sony E-Mount Cameras with Phase-Detection AF</b>: Support for AF, auto exposure, aperture control, and Exif data with select G-type and E-type Nikon lenses. Select Nikon D-type lenses support auto exposure, aperture control, and Exif data.<br>
<b>Select Sony E-Mount Cameras</b>: Support for auto exposure, aperture control, and Exif data with select Nikon G-type, E-type, and D-type lenses.",DETAIL
Vello,N,1217137,3,Features,,,HEADER
Vello,N,1217137,4,,Adapts Nikon F-mount lenses to full-frame and APS-C format Sony E-mount mirrorless cameras,Adapts Nikon F-mount lenses to full-frame and APS-C format Sony E-mount mirrorless cameras,DETAIL
Vello,N,1217137,5,,"Maintains support for autofocus, auto exposure, and image stabilization with compatible G-type and E-type Nikon lenses","Maintains support for autofocus, auto exposure, and image stabilization with compatible G-type and E-type Nikon lenses",DETAIL
Vello,N,1217137,6,,Autofocus is best supported by Sony cameras that utilize focal-plane phase-detect AF systems,Autofocus is best supported by Sony cameras that utilize focal-plane phase-detect AF systems,DETAIL
Vello,N,1217137,7,,Select D-type lenses are supported with auto exposure,Select D-type lenses are supported with auto exposure,DETAIL
Vello,N,1217137,8,,"Depending on the camera, phase-detect autofocus is supported along with contrast detection","Depending on the camera, phase-detect autofocus is supported along with contrast detection",DETAIL
Vello,N,1217137,9,,Communicates Exif data to the camera to be saved in the image file for later reference,Communicates Exif data to the camera to be saved in the image file for later reference,DETAIL
Vello,N,1217137,10,,"Integrated tripod foot has 1/4""-20 socket for direct mounting on a support system, eliminating unnecessary strain on the camera's lens mount","Integrated tripod foot has 1/4""-20 socket for direct mounting on a support system, eliminating unnecessary strain on the camera's lens mount",DETAIL
Vello,N,1217137,11,,Matte black interior helps reduce flare for optimal image quality,Matte black interior helps reduce flare for optimal image quality,DETAIL
Vello,N,1217137,12,,Metal construction for long-term durability,Metal construction for long-term durability,DETAIL
Vello,N,1217137,13,,"Auto exposure function is not compatible with Sony's E-mount camcorders, such as the PXW-FS7","Auto exposure function is not compatible with Sony's E-mount camcorders, such as the PXW-FS7",DETAIL
Vello,N,1223958,1,,Designed to accommodate the exact angle of view of the camera's lens.,Designed to accommodate the exact angle of view of the camera's lens.,DETAIL
Vello,N,1223958,2,,Minimizes flare and ghosting by blocking out stray light.,Minimizes flare and ghosting by blocking out stray light.,DETAIL
Vello,N,1223958,3,,Protects your lens from accidental impact and the elements.,Protects your lens from accidental impact and the elements.,DETAIL
Vello,N,1223958,4,,Filter access panel can be removed for easy adjustment of rotating filters.,Filter access panel can be removed for easy adjustment of rotating filters.,DETAIL
Vello,N,1236427,1,Compatible with the Following Cameras:,"Sony a7, a7 II, a7S, a7S II, a7R, and a7R II","Sony a7, a7 II, a7S, a7S II, a7R, and a7R II",DETAIL
Vello,N,1243532,1,,"The Extend&#225; connects directly to a DSLR with a USB cable and then creates an ad-hoc Wi-Fi network, allowing users to remotely control their camera using an application available on iOS, Android, Mac, or Windows devices. The Wi-Fi network has a range of 164', while an Ethernet port supports a wired connection to a computer.","The Extend&#225; connects directly to a DSLR with a USB cable and then creates an ad-hoc Wi-Fi network, allowing users to remotely control their camera using an application available on iOS, Android, Mac, or Windows devices. The Wi-Fi network has a range of 164', while an Ethernet port supports a wired connection to a computer.",DETAIL
Vello,N,1243532,2,,"Users will be able to remotely change settings such as shutter speed, ISO, aperture, exposure compensation, white balance, and more.","Users will be able to remotely change settings such as shutter speed, ISO, aperture, exposure compensation, white balance, and more.",DETAIL
Vello,N,1243532,3,,"Live view mode provides a real-time stream from the camera to your device. This allows you to preview images, using a larger and more detailed screen, before they are taken.","Live view mode provides a real-time stream from the camera to your device. This allows you to preview images, using a larger and more detailed screen, before they are taken.",DETAIL
Vello,N,1243532,4,,"The Extend&#225; app supports touch focus/tap-to-focus functionality. This means you can just tap on your device's touchscreen to select which area of the scene to focus on. Alternatively, users can also manually control focus by adjusting the focal plane forward or backwards in small increments.","The Extend&#225; app supports touch focus/tap-to-focus functionality. This means you can just tap on your device's touchscreen to select which area of the scene to focus on. Alternatively, users can also manually control focus by adjusting the focal plane forward or backwards in small increments.",DETAIL
Vello,N,1243532,5,,"Set up the app for auto viewing of images to have each image streamed to a mobile device or computer immediately following capture. This allows a client or assistant to easily review images as they are taken. Also, users can use the Extend&#225; app to browse images on the card and then select images to save to your mobile device or computer.","Set up the app for auto viewing of images to have each image streamed to a mobile device or computer immediately following capture. This allows a client or assistant to easily review images as they are taken. Also, users can use the Extend&#225; app to browse images on the card and then select images to save to your mobile device or computer.",DETAIL
Vello,N,1243532,6,,Create advanced timed exposures with the controls provided by the Extend&#225; app. This includes delay timers for countdowns before your shot as well as an intervalometer for setting up time-lapses. A bulb mode is available as well for long exposures.,Create advanced timed exposures with the controls provided by the Extend&#225; app. This includes delay timers for countdowns before your shot as well as an intervalometer for setting up time-lapses. A bulb mode is available as well for long exposures.,DETAIL
Vello,N,1243532,7,,Focus stacking will allow you to take a series of photos with varying focus points that can be combined in post-processing software to create a single image with a wide depth-of-field.,Focus stacking will allow you to take a series of photos with varying focus points that can be combined in post-processing software to create a single image with a wide depth-of-field.,DETAIL
Vello,N,1243532,8,,"Set up bracketing in order to make sure you don't miss the shot. This mode offers options for exposure bracketing using shutter speed, aperture, ISO, and exposure compensation. This tool can be used to help create HDR images using post-processing software.","Set up bracketing in order to make sure you don't miss the shot. This mode offers options for exposure bracketing using shutter speed, aperture, ISO, and exposure compensation. This tool can be used to help create HDR images using post-processing software.",DETAIL
Vello,N,1243532,9,,A rule-of-thirds grid is available to help with composition in stills and video.,A rule-of-thirds grid is available to help with composition in stills and video.,DETAIL
Vello,N,1243532,10,,"Powered by a built-in 3.7V 1800mAh rechargeable lithium-ion battery, the Extend&#225; can also be used to recharge mobile devices via its USB port.","Powered by a built-in 3.7V 1800mAh rechargeable lithium-ion battery, the Extend&#225; can also be used to recharge mobile devices via its USB port.",DETAIL
Vello,N,1243532,11,Compatible Cameras,"Canon: 1D X, 1D X Mark II, 5D Mark II, 5D Mark III, 5D Mark IV, 5DS, 5DS R, 6D, 7D, 7D Mark II, 50D, 60D, 70D, T1i, T2i, T3, T3i, T4i, T5, T5i, SL1
 Nikon: D3, D3S, D3X, D4, D4S, D5, D300, D300s, D500, D600, D610, Df, D750, D800, D810, D3200, D3300, D3400, D5100, D5200, D5500, D5600, D90, D7000, D7100, D7200
Certain cameras may require the use of the USB cable that comes supplied with the camera.","<b>Canon:</b> 1D X, 1D X Mark II, 5D Mark II, 5D Mark III, 5D Mark IV, 5DS, 5DS R, 6D, 7D, 7D Mark II, 50D, 60D, 70D, T1i, T2i, T3, T3i, T4i, T5, T5i, SL1<br>
<b>Nikon:</b> D3, D3S, D3X, D4, D4S, D5, D300, D300s, D500, D600, D610, Df, D750, D800, D810, D3200, D3300, D3400, D5100, D5200, D5500, D5600, D90, D7000, D7100, D7200<br><br>
Certain cameras may require the use of the USB cable that comes supplied with the camera.",DETAIL
Vello,N,1244608,1,,Compatible CamerasMirrorless: Panasonic and Olympus with standard TTL hot shoePoint and Shoot: Olympus only with standard TTL hot shoe Compatible FlashesPanasonic and Olympus TTL flashes,<b>Compatible Cameras</b><br>Mirrorless: Panasonic and Olympus with standard TTL hot shoe<br>Point and Shoot: Olympus only with standard TTL hot shoe<br><br><b>Compatible Flashes</b><br>Panasonic and Olympus TTL flashes,DETAIL
Vello,N,1250499,1,Included Shutter Release Cables Support:,"Canon EOS: Elan series, Digital Rebel (300D), XT (350D), XTi (400D), XSi (450D), T1i (500D), T2i (550D), T3 (1100D), T3i (600D), T4i (650D), T5 (1200D), T5i (700D), T6i (750D), T6s (760D), SL1 (100D) and XS (1000D), 60D & 70D 10D, 20D, 30D, 40D, 50D, 5D, 5D Mark II, 5D Mark III, 5D Mark IV, 5DS, 5DS R, 6D, 7D, 7D Mark II, 1D, 1D Mark II, 1D Mark II N, 1D Mark III, 1D Mark IV, 1Ds, 1Ds Mark II, 1Ds Mark III, 1D X, 1DX Mark II and 1D C  PowerShot: G10, G11, G12, G15, G16, G1 X & G1 X Mark II, G3 X, G5 X, SX50 HS and SX60 HS  Contax: N and 645 Hasselblad: H series Pentax: K10D, K20D, K100D, K110D, K200D, K-3, K-5, K-5 II, K-7, K30, K-50, K-500, *ist DS, DS2, DS, DL2, DL, and D Samsung: NX10 & NX100; GX-1S, GX-1L, GX-10 & GX-20 Sigma: SD1, SD9, SD10, SD14 & SD15","<b>Canon EOS:</b> Elan series, Digital Rebel (300D), XT (350D), XTi (400D), XSi (450D), T1i (500D), T2i (550D), T3 (1100D), T3i (600D), T4i (650D), T5 (1200D), T5i (700D), T6i (750D), T6s (760D), SL1 (100D) and XS (1000D), 60D & 70D<br> 10D, 20D, 30D, 40D, 50D, 5D, 5D Mark II, 5D Mark III, 5D Mark IV, 5DS, 5DS R, 6D, 7D, 7D Mark II, 1D, 1D Mark II, 1D Mark II N, 1D Mark III, 1D Mark IV, 1Ds, 1Ds Mark II, 1Ds Mark III, 1D X, 1DX Mark II and 1D C <br> <b>PowerShot:</b> G10, G11, G12, G15, G16, G1 X & G1 X Mark II, G3 X, G5 X, SX50 HS and SX60 HS <br> <b>Contax:</b> N and 645<br> <b>Hasselblad:</b> H series<br> <b>Pentax:</b> K10D, K20D, K100D, K110D, K200D, K-3, K-5, K-5 II, K-7, K30, K-50, K-500, *ist DS, DS2, DS, DL2, DL, and D<br> <b>Samsung:</b> NX10 & NX100; GX-1S, GX-1L, GX-10 & GX-20<br> <b>Sigma:</b> SD1, SD9, SD10, SD14 & SD15",DETAIL
